DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,Num of AP Test Takers,Num of AP Total Exams Taken,Num of AP Exams Passed,schoolyear,grade9,grade10,grade11,grade12,ell_num,ell_percent,sped_num,sped_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,ATS SYSTEM CODE,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,Location 1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,29,355,404,363,s,s,s,20112012,98,79,80,50,94.0,22.3,105.0,24.9,59,14.0,123,29.1,227,53.8,7,1.7,259.0,61.4,163.0,38.6,01M292,220 HENRY STREET,988117.0,199174.0,103,1,201,1002690041,MN28,Lower East Side                                                            ,"220 HENRY STREET
MANHATTAN, NY 10002
(40.713362, -73.986051)"
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,91,383,423,366,37,53,21,20112012,109,97,93,95,83.0,21.1,86.0,21.8,115,29.2,89,22.6,181,45.9,9,2.3,226.0,57.4,168.0,42.6,01M448,200 MONROE STREET,988650.0,198776.0,103,1,202,1002590044,MN28,Lower East Side                                                            ,"200 MONROE STREET
MANHATTAN, NY 10002
(40.712269, -73.984128)"
01M450,EAST SIDE COMMUNITY SCHOOL,70,377,402,370,12,12,s,20112012,101,93,77,86,30.0,5.0,158.0,26.4,58,9.7,143,23.9,331,55.4,62,10.4,327.0,54.7,271.0,45.3,01M450,420 EAST 12 STREET,989108.0,204927.0,103,2,3400,1004390017,MN22,East Village                                                               ,"420 EAST 12 STREET
MANHATTAN, NY 10009
(40.729152, -73.982472)"
01M458,FORSYTH SATELLITE ACADEMY,7,414,401,359,s,s,s,20112012,131,49,44,    ,9.0,4.0,20.0,8.9,5,2.2,77,34.4,133,59.4,8,3.6,97.0,43.3,127.0,56.7,01M458,198 FORSYTH STREET,986892.0,202472.0,103,1,3601,1004220072,MN27,Chinatown                                                                  ,"198 FORSYTH STREET
MANHATTAN, NY 10002
(40.722415, -73.990468)"
01M509,MARTA VALLE HIGH SCHOOL,44,390,433,384,14,15,s,20112012,143,100,51,73,41.0,11.2,95.0,25.9,34,9.3,116,31.6,209,56.9,6,1.6,170.0,46.3,197.0,53.7,01M509,145 STANTON STREET,988120.0,201607.0,103,1,3001,1003540080,MN27,Chinatown                                                                  ,"145 STANTON STREET
MANHATTAN, NY 10002
(40.72004, -73.986038)"
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,112,332,557,316,50,60,54,20112012,    ,261,209,92,453.0,80.6,7.0,1.2,476,84.7,29,5.2,50,8.9,5,0.9,302.0,53.7,260.0,46.3,01M515,145 STANTON STREET,988120.0,201607.0,103,1,3001,1003540080,MN27,Chinatown                                                                  ,"145 STANTON STREET
MANHATTAN, NY 10002
(40.72004, -73.986038)"
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",159,522,574,525,306,587,323,20112012,117,123,147,157,4.0,0.2,43.0,2.7,448,27.8,189,11.7,229,14.2,725,44.9,794.0,49.2,819.0,50.8,01M539,111 COLUMBIA STREET,989910.0,201380.0,103,2,2201,1003350001,MN28,Lower East Side                                                            ,"111 COLUMBIA STREET
MANHATTAN, NY 10002
(40.719416, -73.979581)"
01M650,CASCADES HIGH SCHOOL,18,417,418,411,s,s,s,20112012,5,89,59,65,7.0,3.2,15.0,6.9,1,0.5,99,45.4,108,49.5,9,4.1,87.0,39.9,131.0,60.1,01M650,198 FORSYTH STREET,986892.0,202472.0,103,1,3601,1004220072,MN27,Chinatown                                                                  ,"198 FORSYTH STREET
MANHATTAN, NY 10002
(40.722415, -73.990468)"
01M696,BARD HIGH SCHOOL EARLY COLLEGE,130,624,604,628,s,s,s,20112012,184,162,128,143,1.0,0.2,5.0,0.8,93,15.1,93,15.1,112,18.2,307,49.8,193.0,31.3,424.0,68.7,01M696,525 EAST HOUSTON STREET,990877.0,200965.0,103,2,1002,1003250025,MN28,Lower East Side                                                            ,"525 EAST HOUSTON STREET
MANHATTAN, NY 10002
(40.718276, -73.976093)"
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,16,395,400,387,s,s,s,20112012,50,63,38,23,14.0,8.0,56.0,32.2,3,1.7,56,32.2,103,59.2,11,6.3,74.0,42.5,100.0,57.5,02M047,223 EAST 23 STREET,989424.0,208287.0,106,2,6400,1009040024,MN21,Gramercy                                                                   ,"223 EAST 23 STREET
MANHATTAN, NY 10010
(40.738374, -73.981329)"
02M288,FOOD AND FINANCE HIGH SCHOOL,62,409,393,392,41,41,s,20112012,135,122,88,88,9.0,2.1,80.0,18.5,13,3.0,191,44.1,206,47.6,21,4.8,195.0,45.0,238.0,55.0,02M288,525 WEST  50TH STREET,986272.0,218160.0,104,3,13500,1010790029,MN15,Clinton                                                                    ,"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
02M294,ESSEX STREET ACADEMY,53,394,384,378,s,s,s,20112012,93,97,69,84,13.0,3.8,70.0,20.4,14,4.1,95,27.7,208,60.6,26,7.6,183.0,53.4,160.0,46.6,02M294,350 GRAND STREET,987208.0,200619.0,103,1,1800,1004080030,MN27,Chinatown                                                                  ,"350 GRAND STREET
MANHATTAN, NY 10002
(40.717329, -73.989329)"
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58,374,375,362,s,s,s,20112012,154,101,79,85,40.0,9.5,62.0,14.8,22,5.3,111,26.5,277,66.1,9,2.1,135.0,32.2,284.0,67.8,02M296,525 WEST  50TH STREET,986272.0,218160.0,104,3,13500,1010790029,MN15,Clinton                                                                    ,"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
02M298,PACE HIGH SCHOOL,85,423,438,432,s,s,s,20112012,118,104,99,93,9.0,2.2,57.0,13.8,42,10.1,134,32.4,174,42.0,16,3.9,181.0,43.7,233.0,56.3,02M298,100 HESTER STREET,986022.0,200219.0,103,1,1600,1003010003,MN27,Chinatown                                                                  ,"100 HESTER STREET
MANHATTAN, NY 10002
(40.716231, -73.993607)"
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48,404,449,416,135,135,8,20112012,140,106,109,76,47.0,10.9,86.0,20.0,26,6.0,126,29.2,255,59.2,21,4.9,323.0,74.9,108.0,25.1,02M300,525 WEST  50TH STREET,986272.0,218160.0,104,3,13500,1010790029,MN15,Clinton                                                                    ,"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
02M303,"FACING HISTORY SCHOOL, THE",76,353,358,340,32,32,s,20112012,185,115,93,58,94.0,20.8,98.0,21.7,3,0.7,106,23.5,330,73.2,11,2.4,228.0,50.6,223.0,49.4,02M303,525 WEST  50TH STREET,986272.0,218160.0,104,3,13500,1010790029,MN15,Clinton                                                                    ,"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50,375,388,385,31,40,20,20112012,118,67,74,53,19.0,6.1,53.0,17.0,12,3.8,130,41.7,158,50.6,11,3.5,137.0,43.9,175.0,56.1,02M305,350 GRAND STREET,987208.0,200619.0,103,1,1800,1004080030,MN27,Chinatown                                                                  ,"350 GRAND STREET
MANHATTAN, NY 10002
(40.717329, -73.989329)"
02M308,LOWER MANHATTAN ARTS ACADEMY,40,403,392,405,11,11,s,20112012,124,90,75,47,13.0,3.9,83.0,24.7,32,9.5,103,30.7,187,55.7,12,3.6,134.0,39.9,202.0,60.1,02M308,350 GRAND STREET,987208.0,200619.0,103,1,1800,1004080030,MN27,Chinatown                                                                  ,"350 GRAND STREET
MANHATTAN, NY 10002
(40.717329, -73.989329)"
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,s,s,s,20112012,15,74,60,99,12.0,4.8,32.0,12.9,10,4.0,85,34.3,135,54.4,16,6.5,130.0,52.4,118.0,47.6,02M313,351 WEST  18 STREET,983546.0,210120.0,104,3,8900,1007420007,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"351 WEST 18 STREET
MANHATTAN, NY 10011
(40.743407, -74.00254)"
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,28,28,11,20112012,129,118,77,54,10.0,2.6,59.0,15.6,13,3.4,177,46.8,183,48.4,5,1.3,0.0,0.0,378.0,100.0,02M316,26 BROADWAY,980562.0,196375.0,101,1,900,0,MN25,Battery Park City-Lower Manhattan                                          ,"26 BROADWAY
MANHATTAN, NY 10004
(40.705688, -74.013303)"
02M374,GRAMERCY ARTS HIGH SCHOOL,60,391,391,394,s,s,s,20112012,153,151,117,74,15.0,3.0,61.0,12.3,14,2.8,224,45.3,223,45.1,33,6.7,130.0,26.3,365.0,73.7,02M374,40 IRVING PLACE,987835.0,207189.0,106,2,5000,1008720057,MN21,Gramercy                                                                   ,"40 IRVING PLACE
MANHATTAN, NY 10003
(40.735361, -73.987064)"
02M376,NYC ISCHOOL,92,473,483,479,80,105,20,20112012,118,114,104,97,2.0,0.5,47.0,10.9,50,11.5,89,20.6,186,43.0,104,24.0,211.0,48.7,222.0,51.3,02M376,131 AVENUE OF THE AMERICAS,982848.0,203279.0,102,3,3700,1004910016,MN24,SoHo-TriBeCa-Civic Center-Little Italy                                     ,"131 AVENUE OF THE AMERICAS
MANHATTAN, NY 10013
(40.72463, -74.005058)"
02M392,MANHATTAN BUSINESS ACADEMY,s,s,s,s,s,s,s,20112012,148,91,93,    ,33.0,9.9,46.0,13.9,22,6.6,98,29.5,195,58.7,16,4.8,196.0,59.0,136.0,41.0,02M392,351 WEST  18 STREET,983546.0,210120.0,104,3,8900,1007420007,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"351 WEST 18 STREET
MANHATTAN, NY 10011
(40.743407, -74.00254)"
02M393,BUSINESS OF SPORTS SCHOOL,s,s,s,s,s,s,s,20112012,150,114,40,    ,23.0,7.6,65.0,21.4,5,1.6,108,35.5,174,57.2,13,4.3,220.0,72.4,84.0,27.6,02M393,439 WEST 49TH STREET,986932.0,217497.0,104,3,12700,1010590015,MN15,Clinton                                                                    ,"439 WEST 49TH STREET
MANHATTAN, NY 10019
(40.763655, -73.990318)"
02M394,EMMA LAZARUS HIGH SCHOOL,79,319,512,357,s,s,s,20112012,13,156,80,1,207.0,82.8,0.0,0.0,156,62.4,18,7.2,66,26.4,10,4.0,128.0,51.2,122.0,48.8,02M394,100 HESTER STREET,986022.0,200219.0,103,1,1600,1003010003,MN27,Chinatown                                                                  ,"100 HESTER STREET
MANHATTAN, NY 10002
(40.716231, -73.993607)"
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,s,s,s,s,s,s,s,20112012,109,57,78,    ,69.0,28.3,41.0,16.8,108,44.3,38,15.6,80,32.8,13,5.3,117.0,48.0,127.0,52.0,02M399,40 IRVING PLACE,987835.0,207189.0,106,2,5000,1008720057,MN21,Gramercy                                                                   ,"40 IRVING PLACE
MANHATTAN, NY 10003
(40.735361, -73.987064)"
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,263,465,493,461,224,334,215,20112012,398,383,314,299,99.0,7.1,201.0,14.4,233,16.7,206,14.8,797,57.2,155,11.1,703.0,50.4,691.0,49.6,02M400,444 WEST 56 STREET,987405.0,219025.0,104,3,13900,1010650001,MN15,Clinton                                                                    ,"444 WEST 56 STREET
MANHATTAN, NY 10019
(40.767848, -73.98861)"
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,54,492,465,467,s,s,s,20112012,63,71,73,64,2.0,0.4,43.0,8.8,31,6.3,50,10.2,86,17.6,267,54.6,270.0,55.2,219.0,44.8,02M407,345 EAST  15TH STREET,989075.0,206207.0,106,2,4800,1009220008,MN21,Gramercy                                                                   ,"345 EAST 15TH STREET
MANHATTAN, NY 10003
(40.732665, -73.98259)"
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94,509,490,523,50,56,28,20112012,94,103,112,106,10.0,2.0,16.0,3.2,35,7.0,96,19.1,119,23.7,210,41.8,127.0,25.3,375.0,74.7,02M408,328 WEST  48 STREET,987390.0,216649.0,104,3,12700,1010380014,MN15,Clinton                                                                    ,"328 WEST 48 STREET
MANHATTAN, NY 10036
(40.761327, -73.988665)"
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,104,496,563,518,108,161,92,20112012,110,108,118,96,7.0,1.6,10.0,2.3,262,60.6,25,5.8,63,14.6,81,18.8,190.0,44.0,242.0,56.0,02M411,55 EAST  25 STREET,988206.0,209567.0,105,2,5600,1008550016,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"55 EAST 25 STREET
MANHATTAN, NY 10010
(40.741888, -73.985723)"
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,114,537,590,550,101,122,93,20112012,187,127,132,133,9.0,1.6,87.0,15.0,170,29.4,49,8.5,81,14.0,266,45.9,272.0,47.0,307.0,53.0,02M412,333 WEST  17 STREET,983634.0,209794.0,104,3,8300,1007410010,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"333 WEST 17 STREET
MANHATTAN, NY 10011
(40.742512, -74.002222)"
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,66,517,533,515,s,s,s,20112012,107,107,87,79,14.0,2.1,98.0,14.6,108,16.0,83,12.3,175,26.0,256,38.0,342.0,50.8,331.0,49.2,02M413,127 EAST  22 STREET,988317.0,208559.0,105,2,6800,1008780016,MN21,Gramercy                                                                   ,"127 EAST 22 STREET
MANHATTAN, NY 10010
(40.739121, -73.985323)"
02M414,N.Y.C. MUSEUM SCHOOL,103,468,492,459,43,43,s,20112012,106,99,127,104,2.0,0.5,41.0,9.4,144,33.0,51,11.7,174,39.9,67,15.4,185.0,42.4,251.0,57.6,02M414,333 WEST  17 STREET,983634.0,209794.0,104,3,8300,1007410010,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"333 WEST 17 STREET
MANHATTAN, NY 10011
(40.742512, -74.002222)"
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,127,572,594,592,183,264,223,20112012,120,130,120,137,1.0,0.2,6.0,1.2,87,17.2,28,5.5,59,11.6,323,63.7,165.0,32.5,342.0,67.5,02M416,411 EAST 76 STREET,997192.0,219917.0,108,5,13200,1014710005,MN31,Lenox Hill-Roosevelt Island                                                ,"411 EAST 76 STREET
MANHATTAN, NY 10021
(40.770288, -73.953276)"
02M418,MILLENNIUM HIGH SCHOOL,144,528,553,533,121,135,103,20112012,144,155,180,147,1.0,0.2,57.0,9.1,188,30.0,55,8.8,136,21.7,225,35.9,239.0,38.2,387.0,61.8,02M418,75 BROAD STREET,981144.0,196017.0,101,1,900,1000290070,MN25,Battery Park City-Lower Manhattan                                          ,"75 BROAD STREET
MANHATTAN, NY 10004
(40.704697, -74.011202)"
02M419,LANDMARK HIGH SCHOOL,62,390,399,381,s,s,s,20112012,142,125,76,78,66.0,15.7,79.0,18.8,22,5.2,76,18.1,315,74.8,8,1.9,204.0,48.5,217.0,51.5,02M419,351 WEST  18 STREET,983546.0,210120.0,104,3,8900,1007420007,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"351 WEST 18 STREET
MANHATTAN, NY 10011
(40.743407, -74.00254)"
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,336,429,449,428,234,314,79,20112012,564,513,375,316,70.0,4.0,192.0,10.9,363,20.5,431,24.4,878,49.7,93,5.3,520.0,29.4,1248.0,70.6,02M420,345 EAST  15TH STREET,989075.0,206207.0,106,2,4800,1009220008,MN21,Gramercy                                                                   ,"345 EAST 15TH STREET
MANHATTAN, NY 10003
(40.732665, -73.98259)"
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,84,416,426,391,116,148,40,20112012,190,192,114,111,33.0,5.4,113.0,18.6,49,8.1,185,30.5,329,54.2,40,6.6,280.0,46.1,327.0,53.9,02M425,90 TRINITY PLACE,980794.0,197574.0,101,1,1300,1000510015,MN25,Battery Park City-Lower Manhattan                                          ,"90 TRINITY PLACE
MANHATTAN, NY 10006
(40.708971, -74.012465)"
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,s,s,s,s,s,s,s,20112012,94,81,    ,    ,152.0,86.9,12.0,6.9,11,6.3,14,8.0,148,84.6,2,1.1,96.0,54.9,79.0,45.1,02M427,111 EAST  33RD STREET,989495.0,211251.0,105,2,7200,1008897501,MN20,Murray Hill-Kips Bay                                                       ,"111 EAST 33RD STREET
MANHATTAN, NY 10016
(40.74651, -73.98107)"
02M437,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,s,s,s,s,s,s,s,20112012,122,104,    ,    ,20.0,8.8,37.0,16.4,13,5.8,53,23.5,141,62.4,15,6.6,137.0,60.6,89.0,39.4,02M437,351 WEST  18 STREET,983546.0,210120.0,104,3,8900,1007420007,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"351 WEST 18 STREET
MANHATTAN, NY 10011
(40.743407, -74.00254)"
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,s,s,s,s,s,s,s,20112012,70,106,    ,    ,167.0,94.9,1.0,0.6,71,40.3,22,12.5,76,43.2,6,3.4,108.0,61.4,68.0,38.6,02M438,40 IRVING PLACE,987835.0,207189.0,106,2,5000,1008720057,MN21,Gramercy                                                                   ,"40 IRVING PLACE
MANHATTAN, NY 10003
(40.735361, -73.987064)"
02M439,MANHATTAN VILLAGE ACADEMY,95,441,473,458,31,45,37,20112012,86,119,126,98,16.0,3.7,35.0,8.2,27,6.3,72,16.8,308,71.8,21,4.9,165.0,38.5,264.0,61.5,02M439,43 WEST  22 STREET,986476.0,209594.0,105,3,5800,1008240015,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"43 WEST 22 STREET
MANHATTAN, NY 10010
(40.741963, -73.991966)"
02M449,VANGUARD HIGH SCHOOL,72,395,416,388,20,20,s,20112012,147,128,90,79,27.0,6.1,77.0,17.3,44,9.9,114,25.7,262,59.0,20,4.5,205.0,46.2,239.0,53.8,02M449,317 EAST  67 STREET,995392.0,218222.0,108,5,11800,1014420001,MN31,Lenox Hill-Roosevelt Island                                                ,"317 EAST 67 STREET
MANHATTAN, NY 10065
(40.765638, -73.959777)"
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,49,376,460,391,13,13,6,20112012,123,75,61,66,252.0,77.5,1.0,0.3,109,33.5,48,14.8,120,36.9,47,14.5,144.0,44.3,181.0,55.7,02M459,317 EAST  67 STREET,995392.0,218222.0,108,5,11800,1014420001,MN31,Lenox Hill-Roosevelt Island                                                ,"317 EAST 67 STREET
MANHATTAN, NY 10065
(40.765638, -73.959777)"
02M475,STUYVESANT HIGH SCHOOL,832,679,735,682,1444,2684,2608,20112012,813,827,848,809,0.0,0.0,14.0,0.4,2377,72.1,40,1.2,80,2.4,780,23.7,1956.0,59.3,1341.0,40.7,02M475,345 CHAMBERS STREET,980391.0,200873.0,101,1,31703,1000160215,MN25,Battery Park City-Lower Manhattan                                          ,"345 CHAMBERS STREET
MANHATTAN, NY 10282
(40.718025, -74.013921)"
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,167,443,489,442,91,161,73,20112012,265,219,148,177,51.0,6.3,96.0,11.9,201,24.8,182,22.5,352,43.5,71,8.8,441.0,54.5,368.0,45.5,02M489,100 TRINITY PLACE,980832.0,197683.0,101,1,1300,1000520001,MN25,Battery Park City-Lower Manhattan                                          ,"100 TRINITY PLACE
MANHATTAN, NY 10006
(40.70927, -74.012328)"
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,25,370,349,351,s,s,s,20112012,73,69,51,44,37.0,15.6,78.0,32.9,9,3.8,83,35.0,131,55.3,6,2.5,148.0,62.4,89.0,37.6,02M500,111 EAST  33RD STREET,989495.0,211251.0,105,2,7200,1008897501,MN20,Murray Hill-Kips Bay                                                       ,"111 EAST 33RD STREET
MANHATTAN, NY 10016
(40.74651, -73.98107)"
02M519,TALENT UNLIMITED HIGH SCHOOL,81,469,472,475,59,59,19,20112012,103,217,80,91,1.0,0.2,17.0,3.5,22,4.5,177,36.0,193,39.3,97,19.8,105.0,21.4,386.0,78.6,02M519,317 EAST  67 STREET,995392.0,218222.0,108,5,11800,1014420001,MN31,Lenox Hill-Roosevelt Island                                                ,"317 EAST 67 STREET
MANHATTAN, NY 10065
(40.765638, -73.959777)"
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,264,407,440,393,106,110,64,20112012,707,569,505,292,212.0,10.2,292.0,14.1,218,10.5,828,39.9,965,46.6,48,2.3,1017.0,49.1,1056.0,50.9,02M520,411 PEARL STREET,983793.0,198427.0,101,1,2900,1001130100,MN27,Chinatown                                                                  ,"411 PEARL STREET
MANHATTAN, NY 10038
(40.711441, -74.000851)"
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,131,414,425,400,87,124,54,20112012,257,169,160,138,71.0,9.8,99.0,13.7,37,5.1,164,22.7,506,69.9,13,1.8,294.0,40.6,430.0,59.4,02M529,120 WEST  46 STREET,988832.0,215301.0,105,4,11900,1009980041,MN17,Midtown-Midtown South                                                      ,"120 WEST 46 STREET
MANHATTAN, NY 10036
(40.757626, -73.98346)"
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,42,429,404,420,s,s,s,20112012,61,59,50,47,1.0,0.5,11.0,5.1,3,1.4,104,47.9,92,42.4,16,7.4,46.0,21.2,171.0,78.8,02M531,123 WEST  43 STREET,988577.0,214741.0,105,4,11900,1009960021,MN17,Midtown-Midtown South                                                      ,"123 WEST 43 STREET
MANHATTAN, NY 10036
(40.756089, -73.984381)"
02M542,MANHATTAN BRIDGES HIGH SCHOOL,66,336,378,344,117,174,130,20112012,149,168,138,86,393.0,72.6,9.0,1.7,1,0.2,0,0.0,540,99.8,0,0.0,278.0,51.4,263.0,48.6,02M542,525 WEST  50TH STREET,986272.0,218160.0,104,3,13500,1010790029,MN15,Clinton                                                                    ,"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
02M543,NEW DESIGN HIGH SCHOOL,73,391,395,382,27,27,s,20112012,128,110,104,81,23.0,5.4,74.0,17.5,16,3.8,128,30.3,263,62.2,11,2.6,162.0,38.3,261.0,61.7,02M543,350 GRAND STREET,987208.0,200619.0,103,1,1800,1004080030,MN27,Chinatown                                                                  ,"350 GRAND STREET
MANHATTAN, NY 10002
(40.717329, -73.989329)"
02M544,INDEPENDENCE HIGH SCHOOL,14,389,371,335,s,s,s,20112012,    ,100,104,187,15.0,3.8,45.0,11.5,17,4.3,131,33.5,233,59.6,8,2.0,200.0,51.2,191.0,48.8,02M544,850 10TH AVENUE,987405.0,219025.0,104,3,13900,1010650001,MN15,Clinton                                                                    ,"850 10TH AVENUE
MANHATTAN, NY 10019
(40.767848, -73.98861)"
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,78,412,581,431,105,182,141,20112012,94,100,83,76,135.0,38.2,8.0,2.3,316,89.5,12,3.4,14,4.0,8,2.3,181.0,51.3,172.0,48.7,02M545,350 GRAND STREET,987208.0,200619.0,103,1,1800,1004080030,MN27,Chinatown                                                                  ,"350 GRAND STREET
MANHATTAN, NY 10002
(40.717329, -73.989329)"
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,26,368,436,352,s,s,s,20112012,116,96,108,77,358.0,90.2,8.0,2.0,102,25.7,79,19.9,167,42.1,47,11.8,242.0,61.0,155.0,39.0,02M550,250 WEST  18 STREET,984184.0,209542.0,104,3,8100,1007670068,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"250 WEST 18 STREET
MANHATTAN, NY 10011
(40.74182, -74.000238)"
02M551,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,77,405,423,384,19,22,s,20112012,127,126,94,83,18.0,4.2,77.0,17.9,10,2.3,161,37.4,212,49.3,44,10.2,262.0,60.9,168.0,39.1,02M551,"10 SOUTH STREET, SLIP 7",978997.0,190478.0,101,1,500,1000010010,MN99,park-cemetery-etc-Manhattan                                                ,"10 SOUTH STREET, SLIP 7
MANHATTAN, NY 10004
(40.689493, -74.018941)"
02M560,HIGH SCHOOL M560 s CITY AS SCHOOL,56,498,440,477,s,s,s,20112012,    ,29,228,348,8.0,1.3,56.0,9.3,29,4.8,228,37.7,235,38.8,105,17.4,264.0,43.6,341.0,56.4,02M560,16 CLARKSON STREET,982544.0,204890.0,102,3,6700,1005810054,MN23,West Village                                                               ,"16 CLARKSON STREET
MANHATTAN, NY 10014
(40.729052, -74.006155)"
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,30,527,508,512,s,s,s,20112012,10,69,64,14,2.0,1.3,0.0,0.0,8,5.1,53,33.8,60,38.2,32,20.4,64.0,40.8,93.0,59.2,02M565,317 EAST  67 STREET,995392.0,218222.0,108,5,11800,1014420001,MN31,Lenox Hill-Roosevelt Island                                                ,"317 EAST 67 STREET
MANHATTAN, NY 10065
(40.765638, -73.959777)"
02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,s,s,s,20112012,143,59,43,3,16.0,6.5,35.0,14.1,4,1.6,87,35.1,148,59.7,7,2.8,96.0,38.7,152.0,61.3,02M570,120 WEST  30 STREET,986865.0,211584.0,105,3,9500,1008050071,MN17,Midtown-Midtown South                                                      ,"120 WEST 30 STREET
MANHATTAN, NY 10001
(40.747425, -73.990562)"
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,121,345,517,343,48,74,43,20112012,    ,414,280,113,484.0,60.0,19.0,2.4,285,35.3,250,31.0,228,28.3,40,5.0,453.0,56.1,354.0,43.9,02M575,240 2 AVENUE,988592.0,206219.0,106,2,4800,1009210064,MN21,Gramercy                                                                   ,"240 2 AVENUE
MANHATTAN, NY 10003
(40.732699, -73.984333)"
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,57,91,15,20112012,221,171,96,122,39.0,6.4,133.0,21.8,14,2.3,214,35.1,362,59.3,14,2.3,199.0,32.6,411.0,67.4,02M580,26 BROADWAY,980562.0,196375.0,101,1,900,0,MN25,Battery Park City-Lower Manhattan                                          ,"26 BROADWAY
MANHATTAN, NY 10004
(40.705688, -74.013303)"
02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,s,s,s,20112012,1,21,24,22,1.0,1.5,15.0,22.1,4,5.9,26,38.2,27,39.7,11,16.2,32.0,47.1,36.0,52.9,02M586,2-10 ASTOR PLACE,986372.0,205112.0,102,2,5700,1005450026,MN23,West Village                                                               ,"2-10 ASTOR PLACE
MANHATTAN, NY 10003
(40.729661, -73.992343)"
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,92,108,43,20112012,449,431,388,331,45.0,2.8,184.0,11.5,60,3.8,626,39.1,836,52.3,66,4.1,116.0,7.3,1483.0,92.7,02M600,225 WEST  24 STREET,985260.0,210947.0,104,3,9100,1007740019,MN13,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"225 WEST 24 STREET
MANHATTAN, NY 10011
(40.745677, -73.996354)"
